drug,gene,no_mut,mut,amp,del,stats
Bleomycin,RUNX1,5,2,0,3,1
Bleomycin,SETD2,2,2,0,0,1
Bleomycin,SMAD4,30,15,1,14,0
Bleomycin,SMARCA4,12,10,0,2,0
Bleomycin,SMARCB1,3,0,1,2,0
Bleomycin,SMO,2,0,2,0,0
Bleomycin,SOCS1,2,0,1,1,0
Bleomycin,STK11,29,20,0,9,1
Bleomycin,TET2,3,3,0,0,1
Bleomycin,TP53,441,436,0,5,1
Bleomycin,TSC1,4,4,0,0,1
Bleomycin,VHL,8,7,1,0,1
Bleomycin,BCR_ABL,4,4,0,0,1
Bleomycin,EWS_FLI1,15,15,0,0,0
Bleomycin,MLL_AFF1,2,2,0,0,0
Bleomycin,MISHL,79,79,0,0,0
LFM-A13,AKT2,8,0,8,0,0
LFM-A13,ALK,3,2,1,0,1
LFM-A13,APC,34,32,2,0,1
LFM-A13,BRAF,60,58,2,0,0
LFM-A13,BRCA1,4,2,2,0,0
LFM-A13,BRCA2,6,5,1,0,1
LFM-A13,CCND1,29,0,29,0,0
LFM-A13,CCND2,4,0,4,0,1
LFM-A13,CCND3,4,0,4,0,0
LFM-A13,CDH1,12,9,1,2,1
LFM-A13,CDK4,9,0,9,0,0
LFM-A13,CDK6,9,0,9,0,1
LFM-A13,CDKN2A,269,52,1,216,0
LFM-A13,CDKN2C,10,0,0,10,1
LFM-A13,CDKN2a(p14),225,225,0,0,0
LFM-A13,CTNNB1,16,10,1,5,1
LFM-A13,CYLD,1,1,0,0,1
LFM-A13,EGFR,24,9,15,0,1
LFM-A13,EP300,3,0,0,3,0
LFM-A13,ERBB2,19,1,18,0,0
LFM-A13,EZH2,7,4,3,0,1
LFM-A13,FAM123B,5,3,0,2,1
LFM-A13,FBXW7,26,25,0,1,1
LFM-A13,FGFR2,4,0,4,0,1
LFM-A13,FGFR3,3,2,1,0,0
LFM-A13,FLCN,4,2,2,0,0
LFM-A13,FLT3,5,3,2,0,0
LFM-A13,GNAS,10,1,9,0,1
LFM-A13,HRAS,6,6,0,0,1
LFM-A13,IDH1,2,1,1,0,1
LFM-A13,JAK2,7,0,5,2,1
LFM-A13,KDM5C,4,4,0,0,1
LFM-A13,KDM6A,25,12,0,13,0
LFM-A13,KDR,3,0,3,0,0
LFM-A13,KIT,5,0,5,0,1
LFM-A13,KRAS,95,76,19,0,0
LFM-A13,MAP2K4,14,3,0,11,0
LFM-A13,MDM2,10,0,10,0,1
LFM-A13,MET,12,0,12,0,1
LFM-A13,MLH1,11,9,1,1,0
LFM-A13,MLLT3,23,0,3,20,0
LFM-A13,MSH2,8,4,0,4,0
LFM-A13,MSH6,7,6,0,1,1
LFM-A13,MYC,47,0,47,0,1
LFM-A13,MYCL1,14,0,14,0,0
LFM-A13,MYCN,25,0,25,0,0
LFM-A13,NF1,23,13,0,10,1
LFM-A13,NF2,22,18,0,4,1
LFM-A13,NOTCH1,16,15,0,1,0
LFM-A13,NRAS,46,44,2,0,1
LFM-A13,PDGFRA,5,0,5,0,1
LFM-A13,PIK3CA,65,60,5,0,1
LFM-A13,PIK3R1,9,6,0,3,1
LFM-A13,PTEN,92,58,0,34,1
LFM-A13,RB1,89,70,1,18,0
LFM-A13,RUNX1,5,2,0,3,1
LFM-A13,SETD2,2,2,0,0,1
LFM-A13,SMAD4,30,15,1,14,0
LFM-A13,SMARCA4,12,10,0,2,1
LFM-A13,SMARCB1,3,0,1,2,0
LFM-A13,SMO,2,0,2,0,0
LFM-A13,SOCS1,2,0,1,1,1
LFM-A13,STK11,29,20,0,9,1
LFM-A13,TET2,3,3,0,0,1
LFM-A13,TP53,441,436,0,5,0
LFM-A13,TSC1,4,4,0,0,1
LFM-A13,VHL,8,7,1,0,0
LFM-A13,BCR_ABL,4,4,0,0,1
LFM-A13,EWS_FLI1,15,15,0,0,0
LFM-A13,MLL_AFF1,2,2,0,0,0
LFM-A13,MISHL,79,79,0,0,0
AUY922,AKT2,8,0,8,0,0
AUY922,ALK,3,2,1,0,0
AUY922,APC,34,32,2,0,1
AUY922,BRAF,60,58,2,0,0
AUY922,BRCA1,4,2,2,0,1
AUY922,BRCA2,6,5,1,0,1
AUY922,CCND1,29,0,29,0,1
AUY922,CCND2,4,0,4,0,1
AUY922,CCND3,4,0,4,0,0
AUY922,CDH1,12,9,1,2,0
AUY922,CDK4,9,0,9,0,0
AUY922,CDK6,9,0,9,0,1
AUY922,CDKN2A,269,52,1,216,0
AUY922,CDKN2C,10,0,0,10,1
AUY922,CDKN2a(p14),225,225,0,0,1
AUY922,CTNNB1,16,10,1,5,0
AUY922,CYLD,1,1,0,0,0
AUY922,EGFR,24,9,15,0,0
AUY922,EP300,3,0,0,3,0
AUY922,ERBB2,19,1,18,0,0
AUY922,EZH2,7,4,3,0,1
AUY922,FAM123B,5,3,0,2,1
AUY922,FBXW7,26,25,0,1,1
AUY922,FGFR2,4,0,4,0,1
AUY922,FGFR3,3,2,1,0,0
AUY922,FLCN,4,2,2,0,1
AUY922,FLT3,5,3,2,0,0
AUY922,GNAS,10,1,9,0,0
AUY922,HRAS,6,6,0,0,1
AUY922,IDH1,2,1,1,0,1
AUY922,JAK2,7,0,5,2,1
AUY922,KDM5C,4,4,0,0,0
AUY922,KDM6A,25,12,0,13,0
AUY922,KDR,3,0,3,0,0
AUY922,KIT,5,0,5,0,0
AUY922,KRAS,95,76,19,0,0
AUY922,MAP2K4,14,3,0,11,0
AUY922,MDM2,10,0,10,0,1
AUY922,MET,12,0,12,0,0
AUY922,MLH1,11,9,1,1,1
AUY922,MLLT3,23,0,3,20,0
AUY922,MSH2,8,4,0,4,0
AUY922,MSH6,7,6,0,1,1
AUY922,MYC,47,0,47,0,0
AUY922,MYCL1,14,0,14,0,0
AUY922,MYCN,25,0,25,0,1
AUY922,NF1,23,13,0,10,1
AUY922,NF2,22,18,0,4,0
AUY922,NOTCH1,16,15,0,1,1
AUY922,NRAS,46,44,2,0,0
AUY922,PDGFRA,5,0,5,0,1
AUY922,PIK3CA,65,60,5,0,0
AUY922,PIK3R1,9,6,0,3,1
AUY922,PTEN,92,58,0,34,0
AUY922,RB1,89,70,1,18,1
AUY922,RUNX1,5,2,0,3,1
AUY922,SETD2,2,2,0,0,1
AUY922,SMAD4,30,15,1,14,0
AUY922,SMARCA4,12,10,0,2,0
AUY922,SMARCB1,3,0,1,2,0
AUY922,SMO,2,0,2,0,0
AUY922,SOCS1,2,0,1,1,0
AUY922,STK11,29,20,0,9,1
AUY922,TET2,3,3,0,0,1
AUY922,TP53,441,436,0,5,0
AUY922,TSC1,4,4,0,0,1
AUY922,VHL,8,7,1,0,1
AUY922,BCR_ABL,4,4,0,0,1
AUY922,EWS_FLI1,15,15,0,0,0
AUY922,MLL_AFF1,2,2,0,0,0
AUY922,MISHL,79,79,0,0,0
Bryostatin 1,AKT2,8,0,8,0,0
Bryostatin 1,ALK,3,2,1,0,0
Bryostatin 1,APC,34,32,2,0,1
Bryostatin 1,BRAF,60,58,2,0,1
Bryostatin 1,BRCA1,4,2,2,0,0
Bryostatin 1,BRCA2,6,5,1,0,1
Bryostatin 1,CCND1,29,0,29,0,1
Bryostatin 1,CCND2,4,0,4,0,1
Bryostatin 1,CCND3,4,0,4,0,0
Bryostatin 1,CDH1,12,9,1,2,1
Bryostatin 1,CDK4,9,0,9,0,0
Bryostatin 1,CDK6,9,0,9,0,1
Bryostatin 1,CDKN2A,269,52,1,216,0
Bryostatin 1,CDKN2C,10,0,0,10,0
Bryostatin 1,CDKN2a(p14),225,225,0,0,1
Bryostatin 1,CTNNB1,16,10,1,5,1
Bryostatin 1,CYLD,1,1,0,0,1
Bryostatin 1,EGFR,24,9,15,0,1
Bryostatin 1,EP300,3,0,0,3,0
Bryostatin 1,ERBB2,19,1,18,0,1
Bryostatin 1,EZH2,7,4,3,0,0
Bryostatin 1,FAM123B,5,3,0,2,0
Bryostatin 1,FBXW7,26,25,0,1,0
Bryostatin 1,FGFR2,4,0,4,0,1
Bryostatin 1,FGFR3,3,2,1,0,0
Bryostatin 1,FLCN,4,2,2,0,1
Bryostatin 1,FLT3,5,3,2,0,0
Bryostatin 1,GNAS,10,1,9,0,0
Bryostatin 1,HRAS,6,6,0,0,0
Bryostatin 1,IDH1,2,1,1,0,0
Bryostatin 1,JAK2,7,0,5,2,0
Bryostatin 1,KDM5C,4,4,0,0,0
Bryostatin 1,KDM6A,25,12,0,13,1
Bryostatin 1,KDR,3,0,3,0,1
Bryostatin 1,KIT,5,0,5,0,0
Bryostatin 1,KRAS,95,76,19,0,0
Bryostatin 1,MAP2K4,14,3,0,11,0
Bryostatin 1,MDM2,10,0,10,0,1
Bryostatin 1,MET,12,0,12,0,0
Bryostatin 1,MLH1,11,9,1,1,1
Bryostatin 1,MLLT3,23,0,3,20,1
Bryostatin 1,MSH2,8,4,0,4,1
Bryostatin 1,MSH6,7,6,0,1,1
Bryostatin 1,MYC,47,0,47,0,1
Bryostatin 1,MYCL1,14,0,14,0,1
Bryostatin 1,MYCN,25,0,25,0,1
Bryostatin 1,NF1,23,13,0,10,1
Bryostatin 1,NF2,22,18,0,4,0
Bryostatin 1,NOTCH1,16,15,0,1,0
Bryostatin 1,NRAS,46,44,2,0,0
Bryostatin 1,PDGFRA,5,0,5,0,1
Bryostatin 1,PIK3CA,65,60,5,0,1
Bryostatin 1,PIK3R1,9,6,0,3,1
Bryostatin 1,PTEN,92,58,0,34,0
Bryostatin 1,RB1,89,70,1,18,1
Bryostatin 1,RUNX1,5,2,0,3,0
Bryostatin 1,SETD2,2,2,0,0,1
Bryostatin 1,SMAD4,30,15,1,14,1
Bryostatin 1,SMARCA4,12,10,0,2,1
Bryostatin 1,SMARCB1,3,0,1,2,0
Bryostatin 1,SMO,2,0,2,0,0
Bryostatin 1,SOCS1,2,0,1,1,0
Bryostatin 1,STK11,29,20,0,9,0
Bryostatin 1,TET2,3,3,0,0,0
Bryostatin 1,TP53,441,436,0,5,1
Bryostatin 1,TSC1,4,4,0,0,1
Bryostatin 1,VHL,8,7,1,0,0
Bryostatin 1,BCR_ABL,4,4,0,0,0
Bryostatin 1,EWS_FLI1,15,15,0,0,1
Bryostatin 1,MLL_AFF1,2,2,0,0,0
Bryostatin 1,MISHL,79,79,0,0,1
Pazopanib,AKT2,8,0,8,0,0
Pazopanib,ALK,3,2,1,0,1
Pazopanib,APC,34,32,2,0,1
Pazopanib,BRAF,60,58,2,0,1
Pazopanib,BRCA1,4,2,2,0,0
Pazopanib,BRCA2,6,5,1,0,1
Pazopanib,CCND1,29,0,29,0,1
Pazopanib,CCND2,4,0,4,0,1
Pazopanib,CCND3,4,0,4,0,0
Pazopanib,CDH1,12,9,1,2,1
Pazopanib,CDK4,9,0,9,0,0
Pazopanib,CDK6,9,0,9,0,1
Pazopanib,CDKN2A,269,52,1,216,0
Pazopanib,CDKN2C,10,0,0,10,1
Pazopanib,CDKN2a(p14),225,225,0,0,0
Pazopanib,CTNNB1,16,10,1,5,0
Pazopanib,CYLD,1,1,0,0,1
Pazopanib,EGFR,24,9,15,0,1
Pazopanib,EP300,3,0,0,3,1
Pazopanib,ERBB2,19,1,18,0,0
Pazopanib,EZH2,7,4,3,0,1
Pazopanib,FAM123B,5,3,0,2,1
Pazopanib,FBXW7,26,25,0,1,0
Pazopanib,FGFR2,4,0,4,0,0
Pazopanib,FGFR3,3,2,1,0,0
Pazopanib,FLCN,4,2,2,0,1
Pazopanib,FLT3,5,3,2,0,0
Pazopanib,GNAS,10,1,9,0,0
Pazopanib,HRAS,6,6,0,0,1
Pazopanib,IDH1,2,1,1,0,1
Pazopanib,JAK2,7,0,5,2,1
Pazopanib,KDM5C,4,4,0,0,1
Pazopanib,KDM6A,25,12,0,13,1
Pazopanib,KDR,3,0,3,0,0
Pazopanib,KIT,5,0,5,0,0
Pazopanib,KRAS,95,76,19,0,1
Pazopanib,MAP2K4,14,3,0,11,0
Pazopanib,MDM2,10,0,10,0,1
Pazopanib,MET,12,0,12,0,1
Pazopanib,MLH1,11,9,1,1,1
Pazopanib,MLLT3,23,0,3,20,1
Pazopanib,MSH2,8,4,0,4,0
Pazopanib,MSH6,7,6,0,1,0
Pazopanib,MYC,47,0,47,0,0
Pazopanib,MYCL1,14,0,14,0,1
Pazopanib,MYCN,25,0,25,0,1
Pazopanib,NF1,23,13,0,10,1
Pazopanib,NF2,22,18,0,4,0
Pazopanib,NOTCH1,16,15,0,1,1
Pazopanib,NRAS,46,44,2,0,1
Pazopanib,PDGFRA,5,0,5,0,0
Pazopanib,PIK3CA,65,60,5,0,1
Pazopanib,PIK3R1,9,6,0,3,0
Pazopanib,PTEN,92,58,0,34,1
Pazopanib,RB1,89,70,1,18,1
Pazopanib,RUNX1,5,2,0,3,1
Pazopanib,SETD2,2,2,0,0,1
Pazopanib,SMAD4,30,15,1,14,1
Pazopanib,SMARCA4,12,10,0,2,0
Pazopanib,SMARCB1,3,0,1,2,0
Pazopanib,SMO,2,0,2,0,0
Pazopanib,SOCS1,2,0,1,1,1
Pazopanib,STK11,29,20,0,9,0
Pazopanib,TET2,3,3,0,0,0
Pazopanib,TP53,441,436,0,5,1
Pazopanib,TSC1,4,4,0,0,1
Pazopanib,VHL,8,7,1,0,0
Pazopanib,BCR_ABL,4,4,0,0,0
Pazopanib,EWS_FLI1,15,15,0,0,1
Pazopanib,MLL_AFF1,2,2,0,0,0
Pazopanib,MISHL,79,79,0,0,0
LAQ824,AKT2,8,0,8,0,0
LAQ824,ALK,3,2,1,0,0
LAQ824,APC,34,32,2,0,0
LAQ824,BRAF,60,58,2,0,0
LAQ824,BRCA1,4,2,2,0,0
LAQ824,BRCA2,6,5,1,0,1
LAQ824,CCND1,29,0,29,0,1
LAQ824,CCND2,4,0,4,0,1
LAQ824,CCND3,4,0,4,0,1
LAQ824,CDH1,12,9,1,2,0
LAQ824,CDK4,9,0,9,0,0
LAQ824,CDK6,9,0,9,0,1
LAQ824,CDKN2A,269,52,1,216,1
LAQ824,CDKN2C,10,0,0,10,1
LAQ824,CDKN2a(p14),225,225,0,0,0
LAQ824,CTNNB1,16,10,1,5,0
LAQ824,CYLD,1,1,0,0,1
LAQ824,EGFR,24,9,15,0,1
LAQ824,EP300,3,0,0,3,0
LAQ824,ERBB2,19,1,18,0,0
LAQ824,EZH2,7,4,3,0,0
LAQ824,FAM123B,5,3,0,2,1
LAQ824,FBXW7,26,25,0,1,0
LAQ824,FGFR2,4,0,4,0,1
LAQ824,FGFR3,3,2,1,0,0
LAQ824,FLCN,4,2,2,0,1
LAQ824,FLT3,5,3,2,0,1
LAQ824,GNAS,10,1,9,0,0
LAQ824,HRAS,6,6,0,0,1
LAQ824,IDH1,2,1,1,0,0
LAQ824,JAK2,7,0,5,2,1
LAQ824,KDM5C,4,4,0,0,1
LAQ824,KDM6A,25,12,0,13,0
LAQ824,KDR,3,0,3,0,0
LAQ824,KIT,5,0,5,0,1
LAQ824,KRAS,95,76,19,0,1
LAQ824,MAP2K4,14,3,0,11,0
LAQ824,MDM2,10,0,10,0,1
LAQ824,MET,12,0,12,0,0
LAQ824,MLH1,11,9,1,1,1
LAQ824,MLLT3,23,0,3,20,1
LAQ824,MSH2,8,4,0,4,0
LAQ824,MSH6,7,6,0,1,1
LAQ824,MYC,47,0,47,0,0
LAQ824,MYCL1,14,0,14,0,0
LAQ824,MYCN,25,0,25,0,0
LAQ824,NF1,23,13,0,10,1
LAQ824,NF2,22,18,0,4,1
LAQ824,NOTCH1,16,15,0,1,0
LAQ824,NRAS,46,44,2,0,1
LAQ824,PDGFRA,5,0,5,0,1
LAQ824,PIK3CA,65,60,5,0,0
LAQ824,PIK3R1,9,6,0,3,1
LAQ824,PTEN,92,58,0,34,1
LAQ824,RB1,89,70,1,18,0
LAQ824,RUNX1,5,2,0,3,1
LAQ824,SETD2,2,2,0,0,1
LAQ824,SMAD4,30,15,1,14,0
LAQ824,SMARCA4,12,10,0,2,1
LAQ824,SMARCB1,3,0,1,2,0
LAQ824,SMO,2,0,2,0,0
LAQ824,SOCS1,2,0,1,1,0
LAQ824,STK11,29,20,0,9,1
LAQ824,TET2,3,3,0,0,0
LAQ824,TP53,441,436,0,5,0
LAQ824,TSC1,4,4,0,0,1
LAQ824,VHL,8,7,1,0,1
LAQ824,BCR_ABL,4,4,0,0,1
LAQ824,EWS_FLI1,15,15,0,0,0
LAQ824,MLL_AFF1,2,2,0,0,0
LAQ824,MISHL,79,79,0,0,0
Epothilone B,AKT2,8,0,8,0,1
Epothilone B,ALK,3,2,1,0,0
Epothilone B,APC,34,32,2,0,0
Epothilone B,BRAF,60,58,2,0,0
Epothilone B,BRCA1,4,2,2,0,1
Epothilone B,BRCA2,6,5,1,0,1
Epothilone B,CCND1,29,0,29,0,0
Epothilone B,CCND2,4,0,4,0,1
Epothilone B,CCND3,4,0,4,0,1
Epothilone B,CDH1,12,9,1,2,1
Epothilone B,CDK4,9,0,9,0,0
Epothilone B,CDK6,9,0,9,0,1
Epothilone B,CDKN2A,269,52,1,216,0
Epothilone B,CDKN2C,10,0,0,10,1
Epothilone B,CDKN2a(p14),225,225,0,0,0
Epothilone B,CTNNB1,16,10,1,5,0
Epothilone B,CYLD,1,1,0,0,0
Epothilone B,EGFR,24,9,15,0,0
Epothilone B,EP300,3,0,0,3,0
Epothilone B,ERBB2,19,1,18,0,1
Epothilone B,EZH2,7,4,3,0,1
Epothilone B,FAM123B,5,3,0,2,1
Epothilone B,FBXW7,26,25,0,1,1
Epothilone B,FGFR2,4,0,4,0,1
Epothilone B,FGFR3,3,2,1,0,0
Epothilone B,FLCN,4,2,2,0,1
Epothilone B,FLT3,5,3,2,0,0
Epothilone B,GNAS,10,1,9,0,1
Epothilone B,HRAS,6,6,0,0,1
Epothilone B,IDH1,2,1,1,0,0
Epothilone B,JAK2,7,0,5,2,1
Epothilone B,KDM5C,4,4,0,0,1
Epothilone B,KDM6A,25,12,0,13,0
Epothilone B,KDR,3,0,3,0,1
Epothilone B,KIT,5,0,5,0,0
Epothilone B,KRAS,95,76,19,0,0
Epothilone B,MAP2K4,14,3,0,11,1
Epothilone B,MDM2,10,0,10,0,1
Epothilone B,MET,12,0,12,0,0
Epothilone B,MLH1,11,9,1,1,1
Epothilone B,MLLT3,23,0,3,20,1
Epothilone B,MSH2,8,4,0,4,0
Epothilone B,MSH6,7,6,0,1,0
Epothilone B,MYC,47,0,47,0,0
Epothilone B,MYCL1,14,0,14,0,1
Epothilone B,MYCN,25,0,25,0,0
Epothilone B,NF1,23,13,0,10,1
Epothilone B,NF2,22,18,0,4,1
Epothilone B,NOTCH1,16,15,0,1,0
Epothilone B,NRAS,46,44,2,0,1
Epothilone B,PDGFRA,5,0,5,0,1
Epothilone B,PIK3CA,65,60,5,0,0
Epothilone B,PIK3R1,9,6,0,3,1
Epothilone B,PTEN,92,58,0,34,1
Epothilone B,RB1,89,70,1,18,1
Epothilone B,RUNX1,5,2,0,3,1
Epothilone B,SETD2,2,2,0,0,1
Epothilone B,SMAD4,30,15,1,14,0
Epothilone B,SMARCA4,12,10,0,2,1
Epothilone B,SMARCB1,3,0,1,2,0
Epothilone B,SMO,2,0,2,0,0
Epothilone B,SOCS1,2,0,1,1,1
Epothilone B,STK11,29,20,0,9,0
Epothilone B,TET2,3,3,0,0,0
Epothilone B,TP53,441,436,0,5,0
Epothilone B,TSC1,4,4,0,0,1
Epothilone B,VHL,8,7,1,0,0
Epothilone B,BCR_ABL,4,4,0,0,1
Epothilone B,EWS_FLI1,15,15,0,0,0
Epothilone B,MLL_AFF1,2,2,0,0,0
Epothilone B,MISHL,79,79,0,0,0
GSK-1904529A,AKT2,8,0,8,0,0
GSK-1904529A,ALK,3,2,1,0,1
GSK-1904529A,APC,34,32,2,0,1
GSK-1904529A,BRAF,60,58,2,0,1
GSK-1904529A,BRCA1,4,2,2,0,0
GSK-1904529A,BRCA2,6,5,1,0,1
GSK-1904529A,CCND1,29,0,29,0,1
GSK-1904529A,CCND2,4,0,4,0,0
GSK-1904529A,CCND3,4,0,4,0,1
GSK-1904529A,CDH1,12,9,1,2,1
GSK-1904529A,CDK4,9,0,9,0,0
GSK-1904529A,CDK6,9,0,9,0,1
GSK-1904529A,CDKN2A,269,52,1,216,0
GSK-1904529A,CDKN2C,10,0,0,10,1
GSK-1904529A,CDKN2a(p14),225,225,0,0,0
GSK-1904529A,CTNNB1,16,10,1,5,1
GSK-1904529A,CYLD,1,1,0,0,1
GSK-1904529A,EGFR,24,9,15,0,0
GSK-1904529A,EP300,3,0,0,3,1
GSK-1904529A,ERBB2,19,1,18,0,0
GSK-1904529A,EZH2,7,4,3,0,1
GSK-1904529A,FAM123B,5,3,0,2,0
GSK-1904529A,FBXW7,26,25,0,1,0
GSK-1904529A,FGFR2,4,0,4,0,1
GSK-1904529A,FGFR3,3,2,1,0,1
GSK-1904529A,FLCN,4,2,2,0,1
GSK-1904529A,FLT3,5,3,2,0,0
GSK-1904529A,GNAS,10,1,9,0,1
GSK-1904529A,HRAS,6,6,0,0,1
GSK-1904529A,IDH1,2,1,1,0,0
GSK-1904529A,JAK2,7,0,5,2,1
GSK-1904529A,KDM5C,4,4,0,0,0
GSK-1904529A,KDM6A,25,12,0,13,0
GSK-1904529A,KDR,3,0,3,0,1
GSK-1904529A,KIT,5,0,5,0,0
GSK-1904529A,KRAS,95,76,19,0,1
GSK-1904529A,MAP2K4,14,3,0,11,0
GSK-1904529A,MDM2,10,0,10,0,1
GSK-1904529A,MET,12,0,12,0,0
GSK-1904529A,MLH1,11,9,1,1,0
GSK-1904529A,MLLT3,23,0,3,20,0
GSK-1904529A,MSH2,8,4,0,4,0
GSK-1904529A,MSH6,7,6,0,1,0
GSK-1904529A,MYC,47,0,47,0,0
GSK-1904529A,MYCL1,14,0,14,0,1
GSK-1904529A,MYCN,25,0,25,0,1
GSK-1904529A,NF1,23,13,0,10,0
GSK-1904529A,NF2,22,18,0,4,0
GSK-1904529A,NOTCH1,16,15,0,1,0
GSK-1904529A,NRAS,46,44,2,0,0
GSK-1904529A,PDGFRA,5,0,5,0,0
GSK-1904529A,PIK3CA,65,60,5,0,1
GSK-1904529A,PIK3R1,9,6,0,3,1
GSK-1904529A,PTEN,92,58,0,34,1
GSK-1904529A,RB1,89,70,1,18,1
GSK-1904529A,RUNX1,5,2,0,3,1
GSK-1904529A,SETD2,2,2,0,0,0
GSK-1904529A,SMAD4,30,15,1,14,1
GSK-1904529A,SMARCA4,12,10,0,2,1
GSK-1904529A,SMARCB1,3,0,1,2,0
GSK-1904529A,SMO,2,0,2,0,1
GSK-1904529A,SOCS1,2,0,1,1,0
GSK-1904529A,STK11,29,20,0,9,0
GSK-1904529A,TET2,3,3,0,0,1
GSK-1904529A,TP53,441,436,0,5,0
GSK-1904529A,TSC1,4,4,0,0,1
GSK-1904529A,VHL,8,7,1,0,1
GSK-1904529A,BCR_ABL,4,4,0,0,1
GSK-1904529A,EWS_FLI1,15,15,0,0,0
GSK-1904529A,MLL_AFF1,2,2,0,0,0
GSK-1904529A,MISHL,79,79,0,0,1
Tipifarnib,AKT2,8,0,8,0,1
Tipifarnib,ALK,3,2,1,0,1
Tipifarnib,APC,34,32,2,0,0
Tipifarnib,BRAF,60,58,2,0,0
Tipifarnib,BRCA1,4,2,2,0,0
Tipifarnib,BRCA2,6,5,1,0,1
Tipifarnib,CCND1,29,0,29,0,1
Tipifarnib,CCND2,4,0,4,0,1
Tipifarnib,CCND3,4,0,4,0,1
Tipifarnib,CDH1,12,9,1,2,1
Tipifarnib,CDK4,9,0,9,0,1
Tipifarnib,CDK6,9,0,9,0,1
Tipifarnib,CDKN2A,269,52,1,216,0
Tipifarnib,CDKN2C,10,0,0,10,1
Tipifarnib,CDKN2a(p14),225,225,0,0,0
Tipifarnib,CTNNB1,16,10,1,5,0
Tipifarnib,CYLD,1,1,0,0,1
Tipifarnib,EGFR,24,9,15,0,1
Tipifarnib,EP300,3,0,0,3,0
Tipifarnib,ERBB2,19,1,18,0,1
Tipifarnib,EZH2,7,4,3,0,1
Tipifarnib,FAM123B,5,3,0,2,1
Tipifarnib,FBXW7,26,25,0,1,1
Tipifarnib,FGFR2,4,0,4,0,1
Tipifarnib,FGFR3,3,2,1,0,0
Tipifarnib,FLCN,4,2,2,0,1
Tipifarnib,FLT3,5,3,2,0,0
Tipifarnib,GNAS,10,1,9,0,0
Tipifarnib,HRAS,6,6,0,0,0
Tipifarnib,IDH1,2,1,1,0,1
Tipifarnib,JAK2,7,0,5,2,1
Tipifarnib,KDM5C,4,4,0,0,1
Tipifarnib,KDM6A,25,12,0,13,0
Tipifarnib,KDR,3,0,3,0,0
Tipifarnib,KIT,5,0,5,0,0
Tipifarnib,KRAS,95,76,19,0,0
Tipifarnib,MAP2K4,14,3,0,11,0
Tipifarnib,MDM2,10,0,10,0,1
Tipifarnib,MET,12,0,12,0,0
Tipifarnib,MLH1,11,9,1,1,1
Tipifarnib,MLLT3,23,0,3,20,1
Tipifarnib,MSH2,8,4,0,4,0
Tipifarnib,MSH6,7,6,0,1,1
Tipifarnib,MYC,47,0,47,0,0
Tipifarnib,MYCL1,14,0,14,0,1
Tipifarnib,MYCN,25,0,25,0,1
Tipifarnib,NF1,23,13,0,10,1
Tipifarnib,NF2,22,18,0,4,1
Tipifarnib,NOTCH1,16,15,0,1,0
Tipifarnib,NRAS,46,44,2,0,1
Tipifarnib,PDGFRA,5,0,5,0,1
Tipifarnib,PIK3CA,65,60,5,0,0
Tipifarnib,PIK3R1,9,6,0,3,1
Tipifarnib,PTEN,92,58,0,34,1
Tipifarnib,RB1,89,70,1,18,1
Tipifarnib,RUNX1,5,2,0,3,1
Tipifarnib,SETD2,2,2,0,0,1
Tipifarnib,SMAD4,30,15,1,14,1
Tipifarnib,SMARCA4,12,10,0,2,1
Tipifarnib,SMARCB1,3,0,1,2,0
Tipifarnib,SMO,2,0,2,0,0
Tipifarnib,SOCS1,2,0,1,1,0
Tipifarnib,STK11,29,20,0,9,1
Tipifarnib,TET2,3,3,0,0,0
Tipifarnib,TP53,441,436,0,5,0
Tipifarnib,TSC1,4,4,0,0,1
Tipifarnib,VHL,8,7,1,0,0
Tipifarnib,BCR_ABL,4,4,0,0,1
Tipifarnib,EWS_FLI1,15,15,0,0,0
Tipifarnib,MLL_AFF1,2,2,0,0,0
Tipifarnib,MISHL,79,79,0,0,0
AS601245,AKT2,8,0,8,0,0
AS601245,ALK,3,2,1,0,1
AS601245,APC,34,32,2,0,0
AS601245,BRAF,60,58,2,0,0
AS601245,BRCA1,4,2,2,0,1
AS601245,BRCA2,6,5,1,0,1
AS601245,CCND1,29,0,29,0,1
AS601245,CCND2,4,0,4,0,1
AS601245,CCND3,4,0,4,0,1
AS601245,CDH1,12,9,1,2,1
AS601245,CDK4,9,0,9,0,1
AS601245,CDK6,9,0,9,0,1
AS601245,CDKN2A,269,52,1,216,0
AS601245,CDKN2C,10,0,0,10,1
AS601245,CDKN2a(p14),225,225,0,0,0
AS601245,CTNNB1,16,10,1,5,0
AS601245,CYLD,1,1,0,0,1
AS601245,EGFR,24,9,15,0,0
AS601245,EP300,3,0,0,3,1
AS601245,ERBB2,19,1,18,0,0
AS601245,EZH2,7,4,3,0,1
AS601245,FAM123B,5,3,0,2,1
AS601245,FBXW7,26,25,0,1,0
AS601245,FGFR2,4,0,4,0,1
AS601245,FGFR3,3,2,1,0,0
AS601245,FLCN,4,2,2,0,1
AS601245,FLT3,5,3,2,0,0
AS601245,GNAS,10,1,9,0,0
AS601245,HRAS,6,6,0,0,0
AS601245,IDH1,2,1,1,0,1
AS601245,JAK2,7,0,5,2,1
AS601245,KDM5C,4,4,0,0,0
AS601245,KDM6A,25,12,0,13,0
AS601245,KDR,3,0,3,0,0
